merchant_id,historical_monthly_revenue,growth_trend_pct,forecast_m1_revenue,forecast_m1_lower,forecast_m1_upper,forecast_m2_revenue,forecast_m2_lower,forecast_m2_upper,forecast_m3_revenue,forecast_m3_lower,forecast_m3_upper,forecast_confidence_pct
M0212,95531.61,-7.81,88073.75,75941.59,97013.24,80854.32,64926.02,93164.39,73911.07,54971.36,88915.02,79.0
M0213,1060750.34,-12.81,924864.34,785367.05,1010673.25,800461.9,628810.85,911862.18,687665.59,496460.17,815268.82,79.2
M0214,20202.73,12.48,22724.57,20694.58,25764.66,25703.04,22298.93,30860.87,29232.32,24100.59,37053.72,93.3
M0215,63376.47,9.67,69505.64,63319.64,78819.4,76563.67,66457.27,91952.97,84708.64,69884.63,107410.56,92.4
M0216,98198.03,16.1,114005.97,103096.74,128774.3,133276.32,114495.02,159173.24,156876.66,127674.07,197520.27,92.6
M0217,23596.59,-3.3,22816.78,20089.95,25410.14,22025.04,18221.76,25780.09,21224.38,16430.85,26049.11,86.3
M0218,11510.33,3.67,11932.42,10629.88,13370.99,12391.87,10423.05,14632.82,12891.73,10202.52,16000.18,88.5
M0219,68704.41,13.0,77632.92,71126.5,88304.34,88226.17,77190.84,106417.52,100838.17,84063.74,128560.6,91.5
M0220,138551.82,0.37,139065.07,124218.48,156053.26,139605.98,117872.12,165187.38,140174.86,111495.08,174422.38,84.9
M0221,38702.85,16.54,45102.5,40808.29,50959.51,52933.25,45507.77,63244.12,62561.22,50965.5,78809.62,94.4
M0222,25843.39,14.56,29607.31,27112.6,33668.25,34135.03,29844.94,41157.97,39603.73,32985.95,50467.83,94.5
M0223,34467.62,10.94,38239.58,35155.18,43576.3,42633.57,37480.02,51558.48,47765.74,40070.68,61098.11,91.6
M0224,13052.09,-16.78,10861.97,9022.28,11735.49,8948.22,6808.16,10027.64,7296.57,5042.29,8470.15,75.3
M0225,842095.56,-7.6,778110.52,669665.26,856248.38,716031.1,573426.35,823886.86,656184.21,486265.31,787972.25,82.9
M0226,1823520.94,13.47,2069113.96,1887197.46,2347864.99,2361717.09,2053371.31,2838972.88,2711602.48,2241952.93,3442216.65,92.8
M0227,2247947.0,17.16,2633691.49,2394947.36,2983709.09,3108226.07,2691102.13,3727850.94,3694929.93,3038156.13,4677042.31,95.6
M0228,400116.88,3.77,415189.11,370751.42,465833.88,431611.1,364262.5,510582.98,449495.56,357326.5,559154.5,87.0
M0229,25455.29,16.81,29735.41,26944.44,33623.61,34985.19,30140.44,41847.19,41455.94,33865.36,52297.5,90.6
M0230,38733.61,13.11,43812.17,40182.33,49862.63,49843.82,43673.16,60168.97,57032.62,47636.5,72785.03,94.3
M0231,23023.15,3.94,23930.82,21233.1,26758.96,24921.44,20843.3,29339.26,26002.19,20423.42,32148.07,84.7
M0232,1019528.85,-3.64,982392.21,865575.95,1094443.87,944819.09,782423.58,1106468.19,906962.24,703031.78,1113858.47,82.8
M0233,23932.62,11.46,26675.92,24302.56,30251.03,29886.57,25942.74,35894.67,33654.93,27767.0,42675.8,94.6
M0234,385899.81,-1.53,379992.77,339994.73,426792.68,373885.33,316426.63,442956.91,367589.89,293299.97,458134.63,87.3
M0235,515712.03,14.94,592762.7,539562.25,671896.52,685753.35,594548.15,823075.46,798454.86,657727.19,1011642.31,90.8
M0236,29948.7,-10.85,26698.88,22729.56,29214.45,23656.85,18652.01,27000.27,20833.07,15115.43,24758.85,77.1
M0237,10641.57,8.57,11553.71,10446.06,13048.99,12593.55,10815.84,15038.34,13780.95,11211.49,17348.01,92.7
M0238,10790.03,-2.01,10573.36,9320.52,11782.32,10350.43,8577.19,12125.63,10121.81,7853.01,12436.47,84.4
M0239,442368.6,-7.43,409497.53,357806.66,454206.47,377547.58,308969.84,439378.55,346687.72,264505.4,422390.45,80.3
M0240,19848.76,-11.32,17602.11,14942.43,19232.07,15510.14,12178.56,17664.5,13579.02,9797.26,16093.85,79.2
M0241,3456067.96,4.21,3601630.04,3170226.79,4010343.02,3760907.53,3110120.09,4401089.21,3935148.93,3044624.73,4828270.33,85.4
M0242,616872.52,-20.0,493471.69,418271.54,538742.78,389820.53,305416.59,443463.73,304041.72,218712.41,359827.29,71.8
M0243,1844876.27,3.92,1917266.02,1709300.17,2149293.55,1996257.73,1680928.86,2358638.4,2082420.4,1650422.29,2586449.43,85.6
M0244,31836.08,0.63,32036.81,28629.05,35958.76,32248.91,27245.17,38170.78,32472.58,25849.8,40423.17,84.1
M0245,4151513.19,14.47,4752034.19,4290326.55,5362955.71,5473790.58,4691695.38,6529356.36,6344759.47,5148137.83,7976124.02,91.6
M0246,282604.21,12.31,317398.19,290368.56,360742.09,358429.85,312952.27,431850.62,406972.36,338356.82,518124.65,90.1
M0247,1262323.65,-15.75,1063537.26,899773.79,1159978.82,887680.96,693598.39,1008423.32,733913.12,525995.53,867015.6,72.6
M0248,245684.92,-1.35,242357.05,212825.84,269525.28,238910.12,196909.72,279082.86,235350.41,181278.65,288115.97,86.0
M0249,93223.5,10.69,103190.78,93882.97,116935.79,114775.38,99441.39,137707.5,128274.09,105569.58,162446.31,91.8
M0250,354411.99,10.58,391912.35,358066.8,445118.37,435454.04,379506.9,524129.9,486137.01,403202.04,618132.93,91.9
M0251,209799.73,11.37,233655.27,212705.74,264862.27,261551.75,226796.75,313951.03,294265.83,242445.62,372870.12,90.9
M0252,306680.79,16.46,357146.68,325457.06,405068.62,418855.5,363717.36,503158.55,494672.79,408327.65,627423.18,94.5
M0253,3160447.26,11.95,3538243.74,3192663.47,3991917.35,3982349.49,3410643.4,4748274.77,4505999.85,3652338.18,5661518.45,91.5
M0254,37841.66,-7.46,35019.69,30661.14,38884.46,32277.59,26490.86,37620.82,29629.85,22693.5,36169.75,80.0
M0255,170675.84,17.19,200020.06,181312.18,226218.69,236128.88,203533.65,282521.12,280786.16,229528.65,354340.9,91.0
M0256,57680.48,13.44,65434.53,59716.86,74273.43,74670.78,64975.53,89800.57,85712.65,70944.36,108868.78,92.8
M0257,25688.3,4.25,26779.76,23944.85,30067.24,27974.48,23652.98,33125.7,29281.93,23334.77,36471.23,87.0
M0258,283124.48,2.15,289224.87,255700.82,322792.31,295768.3,246114.72,347258.6,302778.41,236212.58,373059.33,87.3
M0259,10914.1,17.63,12838.63,11721.8,14576.21,15215.72,13248.02,18304.66,18167.08,15048.7,23084.55,90.9
M0260,34387.39,3.08,35446.73,31300.88,39535.86,36593.3,30398.79,42925.4,37833.32,29449.46,46562.22,86.9
M0261,74936.34,2.74,76991.05,68030.06,85901.99,79207.66,65859.59,92958.9,81596.68,63592.37,100484.68,84.4
M0262,527856.54,14.66,605240.48,546925.56,683377.03,698405.35,599371.47,833651.55,811030.44,659164.99,1020438.5,92.4
M0263,812117.54,7.76,875172.27,802532.97,995946.04,946520.25,829151.74,1142449.94,1027359.34,857845.05,1310910.52,93.3
M0264,362532.83,-19.39,292233.06,245911.2,317850.21,232731.92,180441.71,263333.84,183089.24,129837.73,215188.45,72.9
M0265,3862088.7,11.82,4318751.92,3905749.67,4878375.79,4854945.17,4171174.69,5798600.86,5486412.38,4465665.36,6908271.01,90.5
M0266,616145.32,15.81,713554.2,655934.7,813095.01,832003.27,731330.87,1006099.95,976691.46,819199.96,1249188.38,95.5
M0267,45789.95,9.01,49913.66,45091.0,56348.53,54633.5,46866.8,65198.53,60045.65,48775.08,75527.82,92.4
M0268,34084.55,10.36,37615.51,34161.65,42585.27,41707.1,36044.94,49972.61,46459.78,38110.96,58736.31,90.3
M0269,35612.35,2.73,36584.79,32590.1,40994.72,37633.73,31652.98,44438.28,38764.13,30675.99,48109.39,84.8
M0270,66005.62,15.55,76269.81,69683.15,86624.2,88723.14,77323.99,106790.72,103899.69,86174.4,132110.53,92.5
M0271,150104.86,-15.32,127105.03,108013.85,138951.22,106655.57,83873.94,121566.02,88679.03,64114.94,105208.8,77.6
M0272,29049.1,16.15,33741.21,30749.38,38269.96,39463.7,34271.86,47408.93,46475.43,38367.79,58951.29,91.7
M0273,519272.77,3.01,534898.99,479718.81,601526.01,551800.26,468544.64,654898.62,570065.81,456850.74,712080.6,87.2
M0274,3976508.88,14.44,4550729.63,4178206.9,5182188.87,5240726.73,4598842.52,6331531.59,6073182.43,5082646.38,7758612.02,95.3
M0275,14499.83,3.35,14985.25,13425.44,16842.52,15512.01,13152.32,18395.85,16083.25,12864.19,20069.97,87.2
M0276,10433.13,-0.04,10429.22,9231.63,11647.14,10425.12,8689.96,12251.29,10420.82,8148.56,12854.71,83.3
M0277,260324.11,15.31,300180.65,272356.91,339666.41,348437.3,300729.26,417187.46,407118.98,333369.38,514223.84,91.1
M0278,2524818.2,-1.73,2481260.51,2207800.79,2778664.39,2436313.96,2045821.56,2874338.85,2390080.05,1887326.71,2963030.04,85.6
M0279,17174.66,16.38,19987.33,18312.79,22735.19,23424.29,20495.32,28254.85,27644.07,23046.86,35245.08,93.3
M0280,1130022.79,10.3,1246407.57,1130878.05,1410360.02,1381197.78,1192084.18,1653721.91,1537677.31,1259127.07,1942209.46,93.2
M0281,71603.05,-11.13,63633.17,55805.02,70716.81,56196.25,46229.28,65579.9,49315.74,37889.28,60295.4,80.3
M0282,2578177.02,8.76,2804146.05,2553062.81,3178892.13,3062209.27,2655792.86,3676059.74,3357441.48,2766867.52,4254818.44,91.1
M0283,99265.49,7.5,106706.48,96521.35,120546.31,115105.19,98921.4,137498.9,124596.36,101452.59,156916.66,92.5
M0284,3313122.94,11.63,3698500.18,3371441.81,4195504.63,4150214.09,3605539.99,4986772.74,4681235.1,3866466.13,5939363.85,91.7
M0285,127952.16,13.27,144928.42,130990.65,163656.07,165118.47,141744.3,197123.38,189216.57,153842.53,238117.7,89.8
M0286,21435.29,-13.97,18439.92,15670.8,20158.89,15734.29,12374.08,17934.42,13315.71,9627.92,15798.29,75.9
M0287,11933.47,9.24,13036.13,11916.2,14809.83,14300.9,12472.1,17219.57,15754.45,13078.56,20041.55,90.5
M0288,54871.81,14.33,62732.24,56695.52,70835.99,72168.01,61946.13,86152.01,83539.95,67913.8,105123.33,91.0
M0289,1311294.07,-16.03,1101089.76,928141.59,1198668.33,915756.43,711762.53,1037487.93,754278.13,536706.6,887966.39,73.5
M0290,18775.96,14.07,21417.21,19648.58,24378.78,24580.65,21546.41,29679.17,28384.24,23720.71,36234.19,90.4
M0291,1426654.18,11.18,1586183.27,1450961.15,1802697.29,1772419.36,1547322.1,2135322.22,1990431.34,1654546.05,2533819.1,94.7
M0292,9388.97,0.72,9456.17,8360.67,10554.03,9527.23,7928.56,11186.4,9602.24,7492.15,11831.88,85.4
M0293,8985.3,3.45,9294.86,8214.15,10371.39,9631.11,8009.62,11304.32,9996.11,7792.47,12311.61,84.9
M0294,16481.38,-0.32,16429.04,14638.11,18411.37,16374.26,13775.99,19337.84,16317.07,12917.41,20254.71,84.7
M0295,21173.64,13.02,23931.0,21720.73,27084.15,27203.26,23490.56,32579.71,31100.09,25483.41,39295.59,91.8
M0296,144827.76,17.02,169484.55,155188.53,192720.88,199781.87,174649.31,240867.01,237195.82,197524.82,302234.91,93.5
M0297,599892.85,-13.24,520467.52,448117.33,572857.78,448112.57,359081.56,515773.09,382849.86,283940.6,459925.19,78.8
M0298,146667.06,3.2,151360.86,135178.87,169835.97,156447.07,132060.1,185090.96,161954.53,128778.14,201490.87,85.7
M0299,12609.87,-7.46,11669.48,10075.31,12862.8,10755.7,8653.18,12405.52,9873.37,7362.08,11892.67,79.0
M0300,10796.74,7.42,11598.06,10478.5,13093.98,12501.89,10726.12,14920.63,13522.55,10986.4,17010.83,87.8
M0301,3179708.71,13.5,3608928.93,3301592.54,4101764.26,4120446.39,3597644.15,4964478.63,4732275.01,3934413.44,6024753.96,93.4
M0302,507970.15,1.84,517294.92,456450.69,576742.45,527265.66,437546.14,618155.71,537912.53,418119.41,661546.35,86.0
M0303,43268.43,-2.91,42007.38,36903.9,46726.49,40721.87,33582.51,47583.91,39416.35,30384.09,48272.42,83.9
M0304,404358.88,3.75,419532.36,372150.38,469053.96,436062.36,364583.02,513271.56,454061.82,356483.93,561256.73,85.2
M0305,455718.88,15.27,525297.15,478671.77,595771.02,609508.57,529248.48,732166.07,711873.01,587579.98,902882.78,91.1
M0306,3678995.68,4.46,3842953.18,3428874.97,4309871.99,4022780.8,3391204.21,4755932.6,4219987.23,3349614.86,5245444.13,85.6
M0307,18473.34,10.74,20457.74,18573.17,23156.53,22765.18,19665.47,27269.95,25455.15,20868.13,32171.24,91.5
M0308,127867.34,-1.91,125421.09,111940.83,140682.33,122901.66,103650.34,145333.67,120315.28,95554.4,149595.21,85.3
M0309,2063490.41,17.97,2434292.06,2223117.22,2764138.63,2893597.06,2520323.04,3481720.66,3465562.69,2872085.08,4404730.18,92.0
M0310,2517525.65,16.09,2922675.12,2649054.28,3305311.75,3416543.49,2944513.84,4087484.3,4021356.33,3286654.53,5074308.27,90.8
M0311,1038549.31,-7.35,962182.52,834693.34,1063211.68,887893.58,719193.8,1027736.82,816075.96,614097.16,987451.91,81.3
M0312,10897.91,1.24,11033.01,9730.01,12297.39,11176.62,9267.65,13097.88,11329.03,8796.99,13925.64,86.2
M0313,193241.32,13.5,219330.93,201047.5,249545.96,250423.51,219250.79,302171.02,287614.29,239985.36,366857.78,93.2
M0314,52953.31,16.35,61610.09,56178.54,69900.34,72185.68,62738.02,86755.64,85166.65,70381.72,108086.7,91.8
M0315,22534.47,-7.72,20794.59,17918.91,22897.75,19108.77,15330.58,22007.76,17485.85,12989.36,21022.89,81.8
M0316,15434.67,1.92,15731.14,13961.54,17592.76,16048.41,13427.38,18897.16,16387.49,12878.11,20266.08,86.2
M0317,383128.98,11.9,428714.89,388102.73,484524.99,482275.24,414930.33,576449.13,545396.14,444743.28,687395.48,92.2
M0318,943430.67,16.64,1100395.41,993216.9,1241686.18,1292629.41,1107524.88,1541589.83,1529198.97,1240180.36,1921897.27,92.0
M0319,63561.97,2.77,65321.04,57583.11,72791.15,67219.17,55705.87,78749.95,69265.47,53743.08,85107.87,85.4
M0320,135395.86,11.08,150397.03,137548.61,170908.18,167893.41,146530.65,202239.36,188355.31,156513.84,239731.1,93.3
M0321,628450.77,16.49,732111.91,660408.87,825851.52,858909.64,735295.36,1023871.83,1014751.77,822050.41,1274609.4,92.2
M0322,322373.27,15.27,371588.76,338283.26,421225.59,431154.23,373879.7,517544.6,503559.15,414907.56,638090.01,92.8
M0323,271658.65,10.41,299931.33,273687.34,340422.06,332707.23,289455.29,400080.44,370796.13,306833.8,470911.09,89.9
M0324,184329.95,17.32,216263.46,195361.6,244139.82,255602.46,219255.79,305023.2,304311.38,247176.92,382762.85,94.9
M0325,1120126.03,10.36,1236166.69,1126147.85,1401813.03,1370631.81,1189708.41,1646128.8,1526823.09,1259629.05,1936011.68,93.2
M0326,14452.69,18.62,17143.66,15529.41,19381.94,20495.27,17648.89,24509.06,24692.93,20159.31,31140.75,94.8
M0327,451942.26,-1.2,446503.03,396490.23,499485.08,440860.57,369141.37,519329.34,435024.12,342211.72,538264.04,86.0
M0328,1539642.65,8.99,1678053.75,1524830.66,1900328.75,1836450.46,1588382.73,2201334.8,2018053.41,1657124.56,2552676.12,92.4
M0329,66627.68,9.8,73156.28,66019.88,82542.23,80683.01,69113.07,96210.46,89379.43,72464.37,112314.19,92.3
M0330,53342.1,6.26,56679.77,51028.23,63870.17,60403.61,51567.77,71897.81,64561.08,52110.48,80941.52,88.8
M0331,26491.15,10.71,29329.08,26864.85,33356.55,32628.12,28537.86,39348.86,36473.01,30392.96,46489.96,93.7
M0332,768254.49,14.48,879469.47,800880.08,997107.31,1013150.03,878927.91,1216428.45,1174483.56,968244.25,1488681.4,95.0
M0333,369656.31,3.49,382566.93,337121.8,426233.12,396596.54,328492.98,464497.83,411833.22,319314.89,505846.51,86.1
M0334,11879.76,16.53,13843.77,12555.19,15661.18,16246.91,14013.93,19446.25,19201.51,15710.68,24243.06,94.7
M0335,45165.09,-2.61,43986.9,39412.26,49441.28,42782.07,36279.2,50739.54,41554.44,33243.55,51859.94,87.0
M0336,10269.3,14.14,11721.65,10585.59,13230.46,13462.29,11543.11,16061.59,15556.6,12628.85,19561.49,91.9
M0337,72158.58,18.48,85492.91,78453.42,97328.55,102081.24,89513.0,123279.43,122831.42,102699.35,156840.98,96.5
M0338,2813678.54,12.88,3176139.95,2867736.76,3584591.55,3605751.77,3090850.42,4301301.29,4116698.71,3340701.0,5175513.62,93.8
M0339,41037.95,14.42,46955.95,42888.16,53322.24,54065.94,47100.08,65061.33,62642.35,51927.38,79628.45,90.3
M0340,365776.34,9.92,402044.69,365092.76,455138.71,443902.43,383584.97,531835.06,492318.82,403775.28,622350.07,92.3
M0341,1646667.75,2.91,1694604.68,1510384.21,1899414.6,1746403.75,1469982.96,2063009.29,1802328.19,1427714.28,2237986.96,86.4
M0342,12689.77,13.95,14460.44,13221.61,16430.24,16579.08,14464.25,19966.68,19123.79,15883.26,24333.88,91.0
M0343,23347.44,0.47,23456.91,21120.84,26434.53,23572.4,20128.0,28060.82,23693.98,19129.33,29709.41,89.1
M0344,476185.99,-17.21,394253.09,331748.21,428805.43,323025.85,250435.48,365490.83,261887.78,185704.62,307791.47,73.4
M0345,11509.28,-0.75,11422.88,10242.1,12844.11,11332.85,9619.78,13447.9,11239.27,9003.22,14036.05,84.8
M0346,918900.25,19.03,1093805.54,996489.66,1240397.36,1312412.5,1139226.55,1576246.78,1587200.41,1309519.7,2012633.61,91.8
M0347,36755.52,-3.04,35639.4,31672.02,39884.77,34503.06,28921.85,40668.07,33350.56,26273.57,41296.0,82.6
M0348,148920.89,9.56,163152.48,149742.98,185755.62,179523.68,157456.63,216830.5,198395.43,165928.02,253366.84,94.2
M0349,1379273.92,-2.72,1341778.11,1190197.44,1500134.76,1303477.81,1089759.59,1534232.49,1264499.0,992694.94,1562971.34,84.4
M0350,49635.85,-6.68,46321.61,40371.6,51310.45,43074.02,35122.56,50032.63,39910.31,30301.9,48506.99,81.9
M0351,2458212.37,17.06,2877666.99,2622331.6,3263792.35,3393246.23,2946559.3,4076204.9,4030149.75,3326687.11,5111680.74,93.7
M0352,1715220.1,11.38,1910407.54,1753333.83,2175037.19,2138676.75,1875705.06,2583051.01,2406389.99,2012463.95,3073056.27,93.2
M0353,26184.01,12.64,29494.35,27063.13,33575.78,33409.65,29292.24,40344.49,38055.88,31812.81,48588.23,92.0
M0354,13998.64,16.66,16331.32,14981.7,18588.96,19188.77,16818.57,23167.75,22706.06,18973.18,28983.83,91.9
M0355,3774878.57,6.44,4017832.4,3591299.31,4510257.94,4289352.44,3625017.53,5077906.99,4593024.74,3657884.9,5718866.96,89.4
M0356,22839.25,13.94,26024.01,23479.12,29358.73,29834.3,25546.51,35568.75,34410.48,27884.53,43229.2,91.1
M0357,13650.07,2.86,14040.59,12571.1,15775.45,14462.38,12251.37,17142.84,14917.52,11917.61,18603.94,86.2
M0358,688244.52,11.34,766277.45,695366.13,867150.21,857501.74,740264.1,1026824.03,964447.32,789978.8,1218367.01,92.3
M0359,179755.97,15.57,207746.91,190379.27,236332.88,241713.98,211548.08,291603.75,283116.68,236119.31,361030.39,95.6
M0360,15575.3,10.5,17210.77,15595.88,19461.59,19108.34,16462.98,22856.82,21315.45,17413.66,26890.72,93.8
M0361,476701.54,11.49,531464.69,485120.97,603318.72,595571.71,518385.62,716353.65,670832.47,555449.29,852225.57,92.5
M0362,428893.4,-9.08,389938.45,332130.07,426787.63,352750.81,278320.39,402753.24,317507.72,230589.98,377516.68,80.0
M0363,24706.91,13.86,28130.4,25792.2,32010.14,32223.15,28222.32,38889.48,37134.61,30999.97,47377.82,92.1
M0364,622745.12,9.57,682363.03,621571.31,773758.73,750954.68,651738.55,901828.98,830035.81,684655.04,1052385.8,91.0
M0365,482709.15,-6.87,449536.47,393735.51,499246.21,417098.83,342504.88,486283.01,385568.64,295519.08,470841.0,78.9
M0366,42007.34,11.18,46705.59,42865.46,53175.25,52190.49,45773.15,63034.63,58611.38,49016.7,74849.08,93.0
M0367,145650.48,6.08,154509.51,138825.25,173925.18,164377.27,139937.66,195360.74,175375.14,141027.92,219450.42,87.3
M0368,115150.09,8.23,124627.65,112503.87,140639.81,135398.15,116030.8,161492.08,147656.66,119779.08,185598.52,90.9
M0369,51227.95,-0.07,51193.06,46053.28,57663.86,51156.45,43626.22,60855.71,51118.12,41201.2,64040.78,85.6
M0370,762222.85,18.21,901033.39,817516.61,1019555.32,1073327.59,926367.58,1285105.86,1288340.95,1054957.99,1627277.69,91.1
M0371,660763.58,8.15,714600.27,651300.98,810556.79,775734.53,673771.98,931982.98,845259.05,697930.4,1072261.82,90.6
M0372,54190.69,-6.81,50501.97,43722.59,55746.09,46892.46,37874.1,54196.43,43381.33,32518.64,52390.76,78.7
M0373,2278795.03,17.93,2687333.72,2463801.3,3057863.29,3193203.61,2796479.99,3853621.98,3822923.24,3190994.03,4877132.55,94.8
M0374,13613.01,-9.36,12339.45,10551.59,13533.17,11127.32,8829.31,12742.01,9982.21,7305.48,11913.57,78.6
M0375,1699483.08,16.09,1973004.27,1797525.27,2237465.76,2306424.13,2002160.66,2770153.77,2714749.16,2239939.53,3442519.11,91.4
M0376,14932.64,-16.71,12437.09,10560.46,13590.51,10254.67,8054.84,11681.2,8369.52,6041.54,9921.9,74.8
M0377,207678.21,17.79,244627.58,222488.78,277163.05,290327.01,251423.19,348247.25,347146.35,285527.87,439487.28,92.0
M0378,2136546.46,13.46,2424116.3,2205242.84,2746863.14,2766705.56,2396741.69,3319244.33,3176330.71,2613643.72,4022124.05,93.4
M0379,36445.55,2.77,37453.43,33339.17,41951.59,38540.97,32382.12,45484.13,39713.38,31383.5,49252.53,84.7
M0380,3063892.71,13.95,3491225.09,3185533.42,3962400.83,4002505.79,3481859.84,4812773.06,4616574.41,3819753.67,5862680.17,91.3
M0381,40496.17,11.24,45046.07,40915.35,51001.16,50360.22,43531.37,60346.65,56584.2,46427.34,71545.06,92.5
M0382,3491052.22,15.63,4036812.75,3664457.14,4569026.14,4699446.71,4058818.13,5628809.29,5507584.09,4514015.92,6959823.86,91.2
M0383,30163.76,-18.41,24611.55,20694.87,26758.66,19854.81,15377.15,22453.01,15834.69,11212.54,18597.53,74.4
M0384,16307.11,14.04,18596.83,16884.25,21050.5,21338.62,18434.01,25561.75,24634.45,20196.55,31134.99,94.3
M0385,2726428.38,7.85,2940492.93,2672614.02,3330402.29,3182908.26,2753852.23,3815988.71,3457803.65,2840585.7,4374813.18,89.6
M0386,195122.95,19.87,233888.21,214524.61,266197.53,282678.34,247705.38,341252.12,344454.31,287739.91,439620.15,93.3
M0387,45952.69,17.77,54119.35,49187.45,61294.49,64218.28,55559.09,76989.37,76772.36,63064.66,97129.32,92.2
M0388,364365.03,2.66,374050.09,331154.03,417769.06,384489.71,320572.14,451898.45,395731.7,309541.34,488237.94,85.9
M0389,434957.64,-18.47,354621.0,294718.42,383246.01,285847.61,217655.8,320458.04,227771.98,157572.66,264543.49,73.6
M0390,16975.3,8.56,18428.13,16745.46,20869.12,20084.16,17371.19,24074.68,21974.95,18044.73,27796.55,93.1
M0391,887617.33,15.27,1023197.7,924182.86,1155006.03,1187301.98,1018277.67,1416724.34,1386793.73,1126145.85,1744087.27,94.0
M0392,565625.02,15.62,654003.13,594031.04,740462.34,761299.55,658067.33,912265.25,892146.73,732006.39,1128030.33,94.0
M0393,375090.59,7.43,402967.28,362146.69,453660.56,434413.19,369946.27,516386.96,469927.28,378056.5,588160.98,86.3
M0394,230134.08,11.99,257728.95,233105.53,291140.93,290177.84,249344.01,346605.82,328451.87,267392.67,413612.87,90.2
M0395,301067.54,11.23,334879.53,302312.5,377911.55,374369.31,320834.5,446528.99,420618.03,341226.38,528716.86,93.6
M0396,480102.92,14.29,548724.0,503015.29,624338.17,631074.54,552568.87,761517.65,730293.93,609430.28,931562.94,95.5
M0397,55917.75,-5.59,52789.66,46002.49,58470.88,49688.91,40508.39,57710.19,46631.31,35395.5,56668.23,82.6
M0398,2481931.32,13.7,2822069.66,2566672.36,3197404.92,3228160.18,2795586.72,3872178.14,3714806.66,3055428.48,4702945.23,92.2
M0399,668611.49,1.7,679949.85,608092.75,763502.09,692057.02,585314.15,819616.97,704966.57,561999.35,878219.15,88.5
M0400,2104572.8,3.94,2187456.13,1938501.75,2444394.73,2277910.99,1901873.44,2679256.13,2376591.79,1862416.16,2934900.73,84.6
M0401,69198.9,15.89,80195.95,72437.79,90528.4,93577.89,80259.88,111662.75,109936.38,89279.33,138264.79,90.6
M0402,80324.18,14.92,92306.55,83609.43,104354.4,106764.89,91928.84,127667.32,124284.23,101453.22,156727.39,91.2
M0403,170376.93,-11.18,151321.26,128443.0,165324.53,133550.64,104847.94,152088.8,117120.09,84484.58,138796.68,77.0
M0404,10101.07,4.14,10519.11,9332.66,11761.84,10976.21,9179.18,12921.3,11475.89,9012.59,14187.41,88.3
M0405,50290.01,14.38,57521.72,52785.38,65485.03,66206.93,58055.53,79955.46,76679.55,64111.77,97910.58,94.6
M0406,353299.88,3.7,366363.88,328844.56,412181.35,380588.3,323545.73,451982.86,396068.64,317904.49,495133.33,87.8
M0407,91475.3,2.07,93369.78,82732.16,104329.52,95400.19,79636.26,112197.3,97573.54,76443.99,120479.9,87.5
M0408,948787.37,12.51,1067474.56,978361.78,1214444.46,1207685.47,1057159.55,1457096.67,1373866.52,1146079.45,1752174.4,92.1
M0409,11923.61,1.14,12059.05,10685.89,13475.02,12202.88,10187.45,14352.17,12355.35,9681.03,15256.88,85.0
M0410,307243.99,11.46,342463.31,309734.09,386853.4,383682.63,329675.46,458282.04,432062.24,351720.27,544070.06,93.3
M0411,4010382.02,4.67,4197627.74,3773037.69,4726109.07,4403415.42,3750829.25,5235000.42,4629571.62,3725647.76,5795297.75,86.3
M0412,97114.41,-1.39,95764.97,84170.71,106550.02,94367.75,77876.04,110309.29,92925.35,71696.55,113855.86,82.9
M0413,2373610.58,-11.46,2101640.45,1827271.29,2325044.83,1848792.49,1502328.78,2143582.45,1615772.82,1221120.31,1959286.12,78.0
M0414,18101.16,20.11,21741.51,19911.53,24724.88,26332.6,23026.28,31752.64,32157.96,26789.19,40983.39,95.0
M0415,147763.22,14.48,169164.65,155474.15,192742.82,194890.84,171262.27,235636.67,225940.77,189440.04,288924.02,92.3
M0416,49219.82,13.63,55926.62,50643.79,63217.21,63928.34,55024.4,76428.89,73510.46,59977.18,92676.11,89.4
M0417,301215.65,15.09,346659.54,317907.6,394512.42,401574.47,351811.36,484724.48,468217.81,391008.69,597483.38,94.2
M0418,294276.91,6.52,313469.69,282326.48,353311.69,334936.45,286102.72,398792.08,358965.51,289954.39,450214.54,89.8
M0419,1609764.28,12.42,1809663.3,1660438.46,2060048.31,2045621.71,1793437.47,2470170.04,2325047.44,1943507.16,2968434.57,94.5
M0420,409235.35,6.08,434130.54,390700.12,489108.83,461860.66,394096.46,549595.71,492766.88,397465.77,617574.88,89.4
M0421,616514.1,-18.4,503076.83,418972.45,544268.76,405883.52,309997.6,455734.13,323733.66,224897.77,376748.28,76.6
M0422,30867.76,4.02,32108.38,28919.38,36190.0,33463.39,28585.77,39844.19,34942.83,28226.82,43826.7,90.0
M0423,51998.12,2.67,53387.22,46891.6,59378.33,54884.73,45249.17,64123.48,56497.56,43534.19,69177.87,84.0
M0424,900115.24,18.75,1068883.75,978434.81,1215235.31,1279316.37,1117917.82,1542062.37,1543170.53,1284380.83,1965752.35,94.7
M0425,14453.07,-16.82,12021.57,10100.88,13065.28,9898.0,7657.49,11187.02,8066.3,5703.28,9466.93,77.1
M0426,72824.06,-3.74,70102.94,61735.45,78077.85,67352.52,55735.56,78845.55,64584.18,50013.99,79278.37,82.5
