transaction_id,merchant_id,customer_id,amount,currency,status,payment_method,fee,risk_flag,created_at
TXN_0003335,M0041,CUST_013510,1850.11,INR,SUCCESS,CREDIT_CARD,40.7,False,2026-08-16 06:47:16
TXN_0003336,M0041,CUST_003958,1577.88,INR,SUCCESS,UPI,23.67,False,2026-07-16 04:42:36
TXN_0003337,M0041,CUST_009116,1092.08,INR,SUCCESS,UPI,16.38,False,2026-08-18 22:55:38
TXN_0003338,M0041,CUST_007945,2318.79,INR,SUCCESS,CREDIT_CARD,51.01,False,2026-08-15 13:55:49
TXN_0003339,M0041,CUST_010207,1597.27,INR,SUCCESS,NET_BANKING,35.14,False,2026-07-19 13:58:22
TXN_0003340,M0041,CUST_002379,885.39,INR,SUCCESS,CREDIT_CARD,19.48,False,2026-06-26 02:02:53
TXN_0003341,M0041,CUST_007312,579.43,INR,SUCCESS,CREDIT_CARD,12.75,False,2026-05-30 06:28:39
TXN_0003342,M0041,CUST_003811,894.67,INR,SUCCESS,UPI,13.42,False,2026-06-17 08:48:23
TXN_0003343,M0041,CUST_008666,1298.82,INR,SUCCESS,UPI,19.48,False,2026-07-02 13:07:40
TXN_0003344,M0041,CUST_003811,1410.85,INR,SUCCESS,UPI,21.16,False,2026-07-15 18:24:17
TXN_0003345,M0041,CUST_008475,1987.87,INR,SUCCESS,CREDIT_CARD,43.73,False,2026-08-12 09:28:46
TXN_0003346,M0041,CUST_011342,658.96,INR,SUCCESS,UPI,9.88,False,2026-08-02 05:47:36
TXN_0003347,M0041,CUST_012040,885.0,INR,SUCCESS,UPI,13.28,False,2026-06-15 07:35:07
TXN_0003348,M0041,CUST_002813,634.77,INR,SUCCESS,UPI,9.52,False,2026-07-08 09:33:55
TXN_0003349,M0041,CUST_012854,590.37,INR,SUCCESS,DEBIT_CARD,12.99,False,2026-07-20 11:36:34
TXN_0003350,M0041,CUST_009116,812.96,INR,SUCCESS,DEBIT_CARD,17.89,False,2026-07-03 01:48:50
TXN_0003351,M0041,CUST_009472,1271.79,INR,SUCCESS,UPI,19.08,False,2026-08-11 06:46:35
TXN_0003352,M0041,CUST_012152,1525.89,INR,SUCCESS,NET_BANKING,33.57,False,2026-08-19 11:47:08
TXN_0003353,M0041,CUST_011386,703.77,INR,SUCCESS,UPI,10.56,False,2026-05-30 05:14:53
TXN_0003354,M0041,CUST_009472,749.22,INR,SUCCESS,UPI,11.24,False,2026-07-17 15:21:04
TXN_0003355,M0041,CUST_012854,484.1,INR,SUCCESS,UPI,7.26,False,2026-07-22 08:26:35
TXN_0003356,M0041,CUST_002959,1187.57,INR,SUCCESS,UPI,17.81,False,2026-07-12 15:16:45
TXN_0003357,M0041,CUST_011218,775.68,INR,FAILED,UPI,11.64,False,2026-06-19 08:55:57
TXN_0003358,M0041,CUST_000399,2279.18,INR,SUCCESS,CREDIT_CARD,50.14,False,2026-06-13 11:52:11
TXN_0003359,M0042,CUST_010337,912.73,INR,SUCCESS,UPI,13.69,False,2026-06-25 09:00:53
TXN_0003360,M0042,CUST_002337,1106.97,INR,SUCCESS,CREDIT_CARD,24.35,False,2026-08-26 20:38:02
TXN_0003361,M0042,CUST_012937,944.46,INR,SUCCESS,UPI,14.17,False,2026-06-10 22:27:24
TXN_0003362,M0042,CUST_005253,937.35,INR,SUCCESS,UPI,14.06,False,2026-07-18 03:05:08
TXN_0003363,M0042,CUST_007730,1322.68,INR,SUCCESS,UPI,19.84,False,2026-07-24 06:25:56
TXN_0003364,M0042,CUST_010276,1249.27,INR,SUCCESS,UPI,18.74,False,2026-08-01 02:02:42
TXN_0003365,M0042,CUST_013532,1063.76,INR,SUCCESS,UPI,15.96,False,2026-08-12 02:24:25
TXN_0003366,M0042,CUST_002337,1151.43,INR,SUCCESS,UPI,17.27,False,2026-07-07 19:57:56
TXN_0003367,M0042,CUST_007730,946.16,INR,SUCCESS,UPI,14.19,False,2026-08-19 05:42:07
TXN_0003368,M0042,CUST_010186,1567.28,INR,SUCCESS,UPI,23.51,False,2026-07-26 14:59:50
TXN_0003369,M0042,CUST_014732,3298.29,INR,SUCCESS,UPI,49.47,False,2026-07-10 04:38:10
TXN_0003370,M0042,CUST_007253,882.4,INR,SUCCESS,UPI,13.24,False,2026-06-07 16:17:20
TXN_0003371,M0042,CUST_013532,1561.82,INR,SUCCESS,UPI,23.43,False,2026-07-19 14:08:52
TXN_0003372,M0042,CUST_010990,1334.82,INR,SUCCESS,CREDIT_CARD,29.37,False,2026-07-30 16:17:56
TXN_0003373,M0042,CUST_005253,1767.3,INR,SUCCESS,UPI,26.51,False,2026-07-29 10:30:59
TXN_0003374,M0043,CUST_009260,3587.95,INR,SUCCESS,CREDIT_CARD,78.93,False,2026-08-26 02:42:38
TXN_0003375,M0043,CUST_008282,1796.17,INR,SUCCESS,UPI,26.94,False,2026-07-26 12:30:03
TXN_0003376,M0043,CUST_009260,2539.96,INR,SUCCESS,UPI,38.1,False,2026-07-18 07:33:32
TXN_0003377,M0043,CUST_010734,1039.73,INR,REFUNDED,UPI,15.6,False,2026-06-15 22:52:47
TXN_0003378,M0043,CUST_003314,2799.04,INR,SUCCESS,CREDIT_CARD,61.58,False,2026-08-23 23:09:23
TXN_0003379,M0043,CUST_005835,4450.31,INR,FAILED,CREDIT_CARD,97.91,False,2026-06-09 14:55:32
TXN_0003380,M0043,CUST_010007,1381.11,INR,SUCCESS,UPI,20.72,False,2026-07-11 01:51:59
TXN_0003381,M0043,CUST_012965,3259.48,INR,SUCCESS,UPI,48.89,False,2026-05-31 13:39:29
TXN_0003382,M0043,CUST_014053,1991.86,INR,SUCCESS,DEBIT_CARD,43.82,False,2026-07-23 22:16:15
TXN_0003383,M0043,CUST_005835,3762.75,INR,SUCCESS,UPI,56.44,False,2026-07-17 18:52:10
TXN_0003384,M0043,CUST_006173,2816.28,INR,SUCCESS,UPI,42.24,False,2026-08-25 14:53:56
TXN_0003385,M0043,CUST_001215,3146.03,INR,SUCCESS,UPI,47.19,False,2026-06-30 23:26:59
TXN_0003386,M0043,CUST_014510,2699.85,INR,SUCCESS,DEBIT_CARD,59.4,False,2026-08-03 03:28:06
TXN_0003387,M0043,CUST_001129,4767.27,INR,SUCCESS,UPI,71.51,False,2026-07-01 01:35:04
TXN_0003388,M0043,CUST_005835,3065.96,INR,SUCCESS,EMI,67.45,False,2026-07-17 15:07:41
TXN_0003389,M0043,CUST_001616,1909.01,INR,SUCCESS,UPI,28.64,False,2026-06-27 17:08:00
TXN_0003390,M0043,CUST_011595,2741.34,INR,SUCCESS,UPI,41.12,False,2026-07-13 00:03:52
TXN_0003391,M0043,CUST_010007,2221.16,INR,SUCCESS,UPI,33.32,False,2026-07-31 13:41:55
TXN_0003392,M0043,CUST_011595,2821.04,INR,SUCCESS,CREDIT_CARD,62.06,False,2026-06-08 18:10:10
TXN_0003393,M0043,CUST_001673,2170.87,INR,SUCCESS,UPI,32.56,False,2026-06-16 12:19:19
TXN_0003394,M0043,CUST_005835,1933.75,INR,SUCCESS,CREDIT_CARD,42.54,False,2026-06-09 19:12:50
TXN_0003395,M0043,CUST_005537,2868.24,INR,SUCCESS,UPI,43.02,False,2026-07-14 23:34:44
TXN_0003396,M0043,CUST_005537,2688.9,INR,SUCCESS,UPI,40.33,False,2026-06-19 18:27:08
TXN_0003397,M0043,CUST_009260,4232.55,INR,SUCCESS,DEBIT_CARD,93.12,False,2026-06-02 16:23:25
TXN_0003398,M0043,CUST_014603,2175.58,INR,SUCCESS,DEBIT_CARD,47.86,False,2026-07-25 10:37:30
TXN_0003399,M0043,CUST_001616,1075.34,INR,SUCCESS,UPI,16.13,False,2026-07-03 14:44:12
TXN_0003400,M0043,CUST_009821,2226.17,INR,SUCCESS,CREDIT_CARD,48.98,False,2026-08-04 18:09:02
TXN_0003401,M0043,CUST_009260,1261.29,INR,SUCCESS,CREDIT_CARD,27.75,False,2026-06-24 19:56:32
TXN_0003402,M0043,CUST_010007,3161.6,INR,SUCCESS,UPI,47.42,False,2026-06-04 16:04:22
TXN_0003403,M0043,CUST_013894,1234.63,INR,SUCCESS,UPI,18.52,False,2026-06-11 12:18:10
TXN_0003404,M0043,CUST_009260,1680.78,INR,SUCCESS,UPI,25.21,False,2026-07-25 22:36:37
TXN_0003405,M0043,CUST_001616,2227.71,INR,SUCCESS,UPI,33.42,False,2026-08-10 06:33:31
TXN_0003406,M0043,CUST_001215,5253.02,INR,SUCCESS,DEBIT_CARD,115.57,False,2026-06-23 14:17:42
TXN_0003407,M0043,CUST_001616,1618.05,INR,SUCCESS,UPI,24.27,False,2026-08-08 02:55:02
TXN_0003408,M0043,CUST_013894,2636.91,INR,SUCCESS,UPI,39.55,False,2026-06-09 06:16:22
TXN_0003409,M0043,CUST_013894,3404.22,INR,SUCCESS,UPI,51.06,False,2026-08-20 11:52:03
TXN_0003410,M0043,CUST_001215,5113.34,INR,SUCCESS,WALLET,112.49,False,2026-07-26 19:42:23
TXN_0003411,M0043,CUST_008280,3721.15,INR,SUCCESS,DEBIT_CARD,81.87,False,2026-07-27 19:10:02
TXN_0003412,M0043,CUST_011595,4289.98,INR,SUCCESS,UPI,64.35,False,2026-08-14 12:40:12
TXN_0003413,M0043,CUST_011595,3868.87,INR,SUCCESS,UPI,58.03,False,2026-06-15 04:48:36
TXN_0003414,M0043,CUST_010007,1521.84,INR,SUCCESS,UPI,22.83,False,2026-06-17 20:12:10
TXN_0003415,M0043,CUST_011595,3082.95,INR,SUCCESS,CREDIT_CARD,67.82,False,2026-07-06 20:18:17
TXN_0003416,M0043,CUST_003207,3841.73,INR,SUCCESS,UPI,57.63,False,2026-06-29 16:46:52
TXN_0003417,M0043,CUST_009821,1705.06,INR,SUCCESS,WALLET,37.51,False,2026-06-27 17:18:12
TXN_0003418,M0043,CUST_014603,2020.07,INR,SUCCESS,UPI,30.3,False,2026-08-16 09:18:43
TXN_0003419,M0043,CUST_001215,1826.84,INR,SUCCESS,CREDIT_CARD,40.19,False,2026-08-07 02:41:41
TXN_0003420,M0043,CUST_004702,3712.5,INR,SUCCESS,CREDIT_CARD,81.67,False,2026-05-31 08:45:05
TXN_0003421,M0043,CUST_012965,2541.74,INR,SUCCESS,DEBIT_CARD,55.92,False,2026-08-12 15:19:49
TXN_0003422,M0043,CUST_010007,2269.69,INR,SUCCESS,UPI,34.05,False,2026-06-18 07:58:48
TXN_0003423,M0043,CUST_014301,1472.96,INR,SUCCESS,CREDIT_CARD,32.41,False,2026-06-22 18:50:14
TXN_0003424,M0043,CUST_014510,2543.9,INR,SUCCESS,UPI,38.16,False,2026-07-11 08:39:44
TXN_0003425,M0043,CUST_003314,2031.17,INR,SUCCESS,UPI,30.47,False,2026-08-20 09:41:33
TXN_0003426,M0043,CUST_014301,2925.68,INR,SUCCESS,NET_BANKING,64.36,False,2026-06-15 14:28:28
TXN_0003427,M0043,CUST_006173,1567.83,INR,SUCCESS,WALLET,34.49,False,2026-06-01 22:00:57
TXN_0003428,M0043,CUST_009821,2840.79,INR,SUCCESS,CREDIT_CARD,62.5,False,2026-08-17 10:10:20
TXN_0003429,M0043,CUST_012965,2152.21,INR,SUCCESS,UPI,32.28,False,2026-05-30 15:49:40
TXN_0003430,M0043,CUST_009260,1494.57,INR,SUCCESS,DEBIT_CARD,32.88,False,2026-06-15 19:09:10
TXN_0003431,M0043,CUST_009821,1443.03,INR,SUCCESS,UPI,21.65,False,2026-07-11 13:20:03
TXN_0003432,M0043,CUST_003207,1543.98,INR,SUCCESS,UPI,23.16,False,2026-08-12 09:31:51
TXN_0003433,M0043,CUST_003314,2389.65,INR,SUCCESS,CREDIT_CARD,52.57,False,2026-07-20 16:50:37
TXN_0003434,M0043,CUST_009821,2768.96,INR,SUCCESS,UPI,41.53,False,2026-07-04 11:04:09
TXN_0003435,M0043,CUST_006173,2960.76,INR,SUCCESS,WALLET,65.14,False,2026-08-12 17:24:28
TXN_0003436,M0043,CUST_011595,3011.46,INR,SUCCESS,UPI,45.17,False,2026-08-04 13:41:49
TXN_0003437,M0043,CUST_005537,1863.93,INR,SUCCESS,UPI,27.96,False,2026-07-07 20:35:55
TXN_0003438,M0043,CUST_007689,4221.99,INR,SUCCESS,CREDIT_CARD,92.88,False,2026-07-04 09:21:40
TXN_0003439,M0043,CUST_004702,2149.05,INR,SUCCESS,DEBIT_CARD,47.28,False,2026-08-03 05:57:05
TXN_0003440,M0043,CUST_009260,3211.03,INR,SUCCESS,UPI,48.17,False,2026-07-09 20:11:45
TXN_0003441,M0043,CUST_012965,2435.51,INR,SUCCESS,UPI,36.53,False,2026-06-12 01:46:57
TXN_0003442,M0043,CUST_001215,3105.13,INR,SUCCESS,DEBIT_CARD,68.31,False,2026-06-11 05:07:31
TXN_0003443,M0043,CUST_012516,2381.14,INR,SUCCESS,UPI,35.72,False,2026-08-01 09:03:49
TXN_0003444,M0043,CUST_006173,3130.4,INR,SUCCESS,UPI,46.96,False,2026-06-19 18:16:27
TXN_0003445,M0043,CUST_014603,2613.53,INR,SUCCESS,CREDIT_CARD,57.5,False,2026-08-13 04:09:35
TXN_0003446,M0043,CUST_013894,3782.0,INR,SUCCESS,UPI,56.73,False,2026-07-05 12:58:37
TXN_0003447,M0043,CUST_013894,1814.15,INR,SUCCESS,WALLET,39.91,False,2026-07-27 12:28:55
TXN_0003448,M0043,CUST_005537,1182.43,INR,SUCCESS,CREDIT_CARD,26.01,False,2026-07-18 23:58:09
TXN_0003449,M0043,CUST_001215,1692.17,INR,SUCCESS,EMI,37.23,False,2026-05-30 19:52:04
TXN_0003450,M0043,CUST_001129,4242.01,INR,SUCCESS,UPI,63.63,False,2026-07-30 23:28:54
TXN_0003451,M0043,CUST_014510,2446.05,INR,SUCCESS,WALLET,53.81,False,2026-06-23 04:39:42
TXN_0003452,M0043,CUST_009821,2733.15,INR,SUCCESS,UPI,41.0,False,2026-08-01 20:31:24
TXN_0003453,M0043,CUST_010630,1632.13,INR,SUCCESS,UPI,24.48,False,2026-08-18 01:38:19
TXN_0003454,M0043,CUST_001257,2700.74,INR,SUCCESS,UPI,40.51,False,2026-07-08 03:32:01
TXN_0003455,M0044,CUST_009719,2110.35,INR,SUCCESS,CREDIT_CARD,46.43,False,2026-07-22 04:58:45
TXN_0003456,M0044,CUST_007823,1673.03,INR,SUCCESS,CREDIT_CARD,36.81,False,2026-06-04 17:29:37
TXN_0003457,M0044,CUST_012445,1729.1,INR,SUCCESS,UPI,25.94,False,2026-07-02 08:37:24
TXN_0003458,M0044,CUST_002397,875.62,INR,SUCCESS,UPI,13.13,False,2026-06-06 15:46:20
TXN_0003459,M0044,CUST_012600,1076.99,INR,SUCCESS,DEBIT_CARD,23.69,False,2026-08-21 10:04:03
TXN_0003460,M0044,CUST_005564,2016.48,INR,SUCCESS,UPI,30.25,False,2026-07-28 23:03:13
TXN_0003461,M0044,CUST_005564,2618.14,INR,SUCCESS,UPI,39.27,False,2026-06-08 12:32:47
TXN_0003462,M0044,CUST_013519,576.16,INR,SUCCESS,CREDIT_CARD,12.68,False,2026-06-22 11:32:27
TXN_0003463,M0044,CUST_006240,1068.54,INR,SUCCESS,UPI,16.03,False,2026-06-03 07:55:33
TXN_0003464,M0044,CUST_011855,1394.39,INR,SUCCESS,UPI,20.92,False,2026-07-18 02:52:11
TXN_0003465,M0044,CUST_006850,928.82,INR,SUCCESS,UPI,13.93,False,2026-07-29 04:47:39
TXN_0003466,M0044,CUST_014642,952.84,INR,SUCCESS,DEBIT_CARD,20.96,False,2026-07-16 12:52:22
TXN_0003467,M0044,CUST_013287,1708.38,INR,FAILED,CREDIT_CARD,37.58,False,2026-08-04 21:31:29
TXN_0003468,M0044,CUST_000847,2810.74,INR,SUCCESS,UPI,42.16,False,2026-06-27 18:38:13
TXN_0003469,M0044,CUST_005347,552.95,INR,SUCCESS,UPI,8.29,False,2026-07-02 15:05:28
TXN_0003470,M0044,CUST_002397,1277.77,INR,FAILED,CREDIT_CARD,28.11,False,2026-07-23 19:39:34
TXN_0003471,M0044,CUST_008949,1699.45,INR,SUCCESS,NET_BANKING,37.39,False,2026-06-15 14:10:04
TXN_0003472,M0044,CUST_000847,1959.96,INR,SUCCESS,CREDIT_CARD,43.12,False,2026-06-21 18:04:50
TXN_0003473,M0044,CUST_000097,1592.71,INR,SUCCESS,DEBIT_CARD,35.04,False,2026-07-09 03:58:24
TXN_0003474,M0044,CUST_009901,3047.92,INR,SUCCESS,CREDIT_CARD,67.05,False,2026-07-09 12:58:43
TXN_0003475,M0044,CUST_007788,1397.71,INR,SUCCESS,CREDIT_CARD,30.75,False,2026-08-05 09:41:51
TXN_0003476,M0044,CUST_009901,2489.86,INR,FAILED,NET_BANKING,54.78,False,2026-07-26 22:00:44
TXN_0003477,M0044,CUST_014744,1031.45,INR,SUCCESS,DEBIT_CARD,22.69,False,2026-06-28 06:45:02
TXN_0003478,M0044,CUST_002397,1416.12,INR,SUCCESS,NET_BANKING,31.15,False,2026-06-28 23:53:39
TXN_0003479,M0044,CUST_008002,799.4,INR,SUCCESS,UPI,11.99,False,2026-06-08 22:26:42
TXN_0003480,M0044,CUST_014744,2069.32,INR,SUCCESS,NET_BANKING,45.53,False,2026-06-19 20:38:20
TXN_0003481,M0044,CUST_011855,1306.86,INR,SUCCESS,CREDIT_CARD,28.75,False,2026-07-04 00:02:40
TXN_0003482,M0045,CUST_004581,44212.16,INR,SUCCESS,UPI,663.18,False,2026-08-18 18:14:01
TXN_0003483,M0045,CUST_010024,43134.64,INR,FAILED,CREDIT_CARD,948.96,False,2026-08-21 12:26:59
TXN_0003484,M0045,CUST_013644,59226.53,INR,FAILED,CREDIT_CARD,1302.98,False,2026-07-02 08:50:52
TXN_0003485,M0045,CUST_009370,18214.13,INR,SUCCESS,UPI,273.21,False,2026-08-26 00:04:52
TXN_0003486,M0045,CUST_008130,93112.7,INR,FAILED,CREDIT_CARD,2048.48,False,2026-06-26 23:41:09
TXN_0003487,M0045,CUST_009792,49429.1,INR,SUCCESS,CREDIT_CARD,1087.44,False,2026-07-25 08:21:57
TXN_0003488,M0046,CUST_003005,6625.45,INR,SUCCESS,DEBIT_CARD,145.76,False,2026-05-30 22:55:31
TXN_0003489,M0046,CUST_002985,6868.65,INR,SUCCESS,CREDIT_CARD,151.11,False,2026-08-25 05:50:43
TXN_0003490,M0046,CUST_011649,5318.64,INR,SUCCESS,DEBIT_CARD,117.01,False,2026-08-21 19:39:34
TXN_0003491,M0046,CUST_001996,4602.12,INR,SUCCESS,UPI,69.03,False,2026-06-22 12:06:25
TXN_0003492,M0046,CUST_004617,4167.08,INR,SUCCESS,UPI,62.51,False,2026-08-22 19:14:23
TXN_0003493,M0046,CUST_009736,9641.57,INR,SUCCESS,UPI,144.62,False,2026-06-13 10:10:41
TXN_0003494,M0046,CUST_001354,6593.33,INR,SUCCESS,NET_BANKING,145.05,False,2026-06-15 10:37:29
TXN_0003495,M0046,CUST_004571,7805.06,INR,SUCCESS,NET_BANKING,171.71,False,2026-07-09 12:42:45
TXN_0003496,M0046,CUST_003031,7253.57,INR,SUCCESS,EMI,159.58,False,2026-06-17 20:08:13
TXN_0003497,M0046,CUST_009385,8261.9,INR,SUCCESS,UPI,123.93,False,2026-08-23 11:43:02
TXN_0003498,M0046,CUST_003724,6041.29,INR,SUCCESS,DEBIT_CARD,132.91,False,2026-06-16 05:00:24
TXN_0003499,M0046,CUST_009385,5454.79,INR,SUCCESS,UPI,81.82,False,2026-06-04 07:21:10
TXN_0003500,M0046,CUST_003005,4694.37,INR,SUCCESS,UPI,70.42,False,2026-07-22 06:55:41
TXN_0003501,M0046,CUST_011215,3585.7,INR,SUCCESS,DEBIT_CARD,78.89,False,2026-07-14 00:42:57
TXN_0003502,M0046,CUST_011379,4089.1,INR,SUCCESS,UPI,61.34,False,2026-06-19 06:43:09
TXN_0003503,M0046,CUST_004699,5747.72,INR,FAILED,UPI,86.22,False,2026-06-21 04:34:12
TXN_0003504,M0046,CUST_011215,3293.24,INR,SUCCESS,UPI,49.4,False,2026-07-26 23:56:06
TXN_0003505,M0046,CUST_004571,3637.19,INR,SUCCESS,DEBIT_CARD,80.02,False,2026-06-10 14:19:12
TXN_0003506,M0046,CUST_001996,10828.74,INR,SUCCESS,UPI,162.43,False,2026-07-11 14:37:02
TXN_0003507,M0046,CUST_003724,7494.14,INR,SUCCESS,UPI,112.41,False,2026-08-11 16:12:45
TXN_0003508,M0046,CUST_008789,5528.49,INR,SUCCESS,EMI,121.63,False,2026-08-18 18:11:05
TXN_0003509,M0046,CUST_001722,18829.96,INR,SUCCESS,UPI,282.45,False,2026-07-13 10:36:01
TXN_0003510,M0046,CUST_009736,3226.92,INR,SUCCESS,UPI,48.4,False,2026-06-28 06:59:10
TXN_0003511,M0046,CUST_005481,10509.36,INR,SUCCESS,CREDIT_CARD,231.21,False,2026-07-19 06:05:58
TXN_0003512,M0046,CUST_009195,6443.56,INR,SUCCESS,DEBIT_CARD,141.76,False,2026-08-20 18:03:08
TXN_0003513,M0046,CUST_004699,9645.7,INR,SUCCESS,UPI,144.69,False,2026-07-22 02:20:27
TXN_0003514,M0046,CUST_007547,7115.46,INR,SUCCESS,CREDIT_CARD,156.54,False,2026-07-31 18:05:07
TXN_0003515,M0047,CUST_002100,23414.7,INR,SUCCESS,UPI,351.22,False,2026-08-19 22:45:58
TXN_0003516,M0047,CUST_006209,22409.16,INR,SUCCESS,UPI,336.14,False,2026-06-30 11:22:06
TXN_0003517,M0047,CUST_005498,15466.78,INR,SUCCESS,DEBIT_CARD,340.27,False,2026-06-24 23:36:06
TXN_0003518,M0047,CUST_002246,29471.54,INR,SUCCESS,UPI,442.07,False,2026-06-19 03:11:25
TXN_0003519,M0047,CUST_001972,18094.82,INR,SUCCESS,CREDIT_CARD,398.09,False,2026-08-13 22:40:04
TXN_0003520,M0047,CUST_001972,28692.82,INR,SUCCESS,UPI,430.39,False,2026-07-08 22:28:27
TXN_0003521,M0047,CUST_002894,39161.01,INR,SUCCESS,UPI,587.42,False,2026-07-12 04:46:30
TXN_0003522,M0047,CUST_006209,15674.53,INR,SUCCESS,UPI,235.12,False,2026-07-26 04:32:47
TXN_0003523,M0047,CUST_005089,23355.96,INR,SUCCESS,UPI,350.34,False,2026-06-05 05:16:14
TXN_0003524,M0047,CUST_001696,13114.48,INR,SUCCESS,UPI,196.72,False,2026-07-01 02:55:30
TXN_0003525,M0047,CUST_002246,10977.59,INR,SUCCESS,UPI,164.66,False,2026-08-07 16:37:22
TXN_0003526,M0047,CUST_005281,16001.23,INR,REFUNDED,DEBIT_CARD,352.03,False,2026-08-22 02:29:30
TXN_0003527,M0048,CUST_001757,148.54,INR,SUCCESS,CREDIT_CARD,3.27,False,2026-08-18 07:50:15
TXN_0003528,M0048,CUST_011383,440.92,INR,SUCCESS,WALLET,9.7,False,2026-07-16 03:04:16
TXN_0003529,M0048,CUST_005167,245.62,INR,SUCCESS,DEBIT_CARD,5.4,False,2026-08-06 07:46:35
TXN_0003530,M0048,CUST_003448,297.17,INR,REFUNDED,CREDIT_CARD,6.54,False,2026-08-26 00:50:29
TXN_0003531,M0048,CUST_004137,682.52,INR,SUCCESS,UPI,10.24,False,2026-07-24 17:39:58
TXN_0003532,M0048,CUST_008410,333.44,INR,SUCCESS,UPI,5.0,False,2026-07-25 08:53:46
TXN_0003533,M0048,CUST_011383,354.44,INR,SUCCESS,DEBIT_CARD,7.8,False,2026-07-23 13:14:48
TXN_0003534,M0048,CUST_013736,445.46,INR,SUCCESS,UPI,6.68,False,2026-07-20 12:14:26
TXN_0003535,M0048,CUST_011383,444.59,INR,SUCCESS,UPI,6.67,False,2026-06-02 07:09:42
TXN_0003536,M0048,CUST_008871,234.18,INR,SUCCESS,NET_BANKING,5.15,False,2026-05-30 04:22:56
TXN_0003537,M0048,CUST_007198,344.68,INR,SUCCESS,NET_BANKING,7.58,False,2026-07-02 04:10:28
TXN_0003538,M0048,CUST_001895,359.97,INR,SUCCESS,UPI,5.4,False,2026-06-27 17:02:40
TXN_0003539,M0048,CUST_011733,400.28,INR,SUCCESS,DEBIT_CARD,8.81,False,2026-06-21 17:25:28
TXN_0003540,M0048,CUST_011383,403.39,INR,SUCCESS,UPI,6.05,False,2026-06-20 07:06:37
TXN_0003541,M0048,CUST_002362,1134.67,INR,SUCCESS,UPI,17.02,False,2026-07-04 04:43:05
TXN_0003542,M0048,CUST_011383,208.64,INR,SUCCESS,CREDIT_CARD,4.59,False,2026-07-23 18:37:21
TXN_0003543,M0048,CUST_013736,550.48,INR,SUCCESS,DEBIT_CARD,12.11,False,2026-07-24 08:39:20
TXN_0003544,M0048,CUST_008871,603.21,INR,SUCCESS,UPI,9.05,False,2026-07-22 03:03:43
TXN_0003545,M0048,CUST_014947,442.08,INR,SUCCESS,UPI,6.63,False,2026-08-22 08:58:11
TXN_0003546,M0048,CUST_008893,264.31,INR,SUCCESS,UPI,3.96,False,2026-07-17 06:00:44
TXN_0003547,M0048,CUST_012018,749.08,INR,SUCCESS,EMI,16.48,False,2026-07-14 19:05:48
TXN_0003548,M0048,CUST_001757,132.07,INR,SUCCESS,CREDIT_CARD,2.91,False,2026-06-24 11:41:35
TXN_0003549,M0048,CUST_007108,260.42,INR,SUCCESS,UPI,3.91,False,2026-06-11 01:03:18
TXN_0003550,M0048,CUST_014806,600.05,INR,SUCCESS,UPI,9.0,False,2026-07-20 12:12:28
TXN_0003551,M0048,CUST_002150,299.82,INR,SUCCESS,CREDIT_CARD,6.6,False,2026-06-30 16:05:05
TXN_0003552,M0048,CUST_008871,726.44,INR,SUCCESS,CREDIT_CARD,15.98,False,2026-06-22 22:12:27
TXN_0003553,M0048,CUST_003448,179.37,INR,SUCCESS,DEBIT_CARD,3.95,False,2026-08-12 02:08:36
TXN_0003554,M0048,CUST_013736,214.71,INR,SUCCESS,UPI,3.22,False,2026-07-05 08:11:46
TXN_0003555,M0048,CUST_008299,278.8,INR,SUCCESS,EMI,6.13,False,2026-07-17 13:14:34
TXN_0003556,M0048,CUST_011383,427.34,INR,SUCCESS,UPI,6.41,False,2026-08-09 13:53:15
TXN_0003557,M0048,CUST_010893,320.49,INR,SUCCESS,UPI,4.81,False,2026-06-19 22:05:34
TXN_0003558,M0048,CUST_001895,284.03,INR,SUCCESS,UPI,4.26,False,2026-06-09 18:43:53
TXN_0003559,M0048,CUST_010476,671.11,INR,SUCCESS,CREDIT_CARD,14.76,False,2026-06-09 04:10:45
TXN_0003560,M0048,CUST_011383,699.8,INR,FAILED,NET_BANKING,15.4,False,2026-08-08 16:51:03
TXN_0003561,M0048,CUST_007159,293.91,INR,SUCCESS,DEBIT_CARD,6.47,False,2026-08-09 17:13:27
TXN_0003562,M0048,CUST_001757,164.08,INR,SUCCESS,CREDIT_CARD,3.61,False,2026-07-08 18:23:25
TXN_0003563,M0048,CUST_004509,134.14,INR,SUCCESS,UPI,2.01,False,2026-06-06 18:10:19
TXN_0003564,M0048,CUST_007108,394.43,INR,SUCCESS,UPI,5.92,False,2026-08-22 08:08:36
TXN_0003565,M0048,CUST_007108,475.77,INR,SUCCESS,CREDIT_CARD,10.47,False,2026-07-18 04:33:03
TXN_0003566,M0048,CUST_012018,364.34,INR,SUCCESS,DEBIT_CARD,8.02,False,2026-06-06 13:30:36
TXN_0003567,M0048,CUST_010476,343.04,INR,SUCCESS,DEBIT_CARD,7.55,False,2026-08-07 14:48:23
TXN_0003568,M0048,CUST_004137,246.58,INR,SUCCESS,UPI,3.7,False,2026-07-02 00:23:21
TXN_0003569,M0048,CUST_011383,475.56,INR,SUCCESS,UPI,7.13,False,2026-08-07 22:35:46
TXN_0003570,M0048,CUST_007242,753.65,INR,SUCCESS,UPI,11.3,False,2026-08-03 02:28:38
