merchant_id,category,city,created_at
M0453,Ecommerce,Ahmedabad,2026-08-26 10:22:57.824004
M0454,Ecommerce,Lucknow,2026-08-26 10:22:57.824004
M0455,Gaming,Pune,2026-08-26 10:22:57.824004
M0456,Subscription,Delhi,2026-08-26 10:22:57.824004
M0457,EdTech,Pune,2026-08-26 10:22:57.824004
M0458,FinTech,Kolkata,2026-08-26 10:22:57.824004
M0459,EdTech,Pune,2026-08-26 10:22:57.824004
M0460,FinTech,Chennai,2026-08-26 10:22:57.824004
M0461,Food,Jaipur,2026-08-26 10:22:57.824004
M0462,Ecommerce,Delhi,2026-08-26 10:22:57.824004
M0463,Subscription,Hyderabad,2026-08-26 10:22:57.824004
M0464,Gaming,Kolkata,2026-08-26 10:22:57.824004
M0465,Subscription,Delhi,2026-08-26 10:22:57.824004
M0466,Subscription,Pune,2026-08-26 10:22:57.824004
M0467,Subscription,Chennai,2026-08-26 10:22:57.824004
M0468,EdTech,Mumbai,2026-08-26 10:22:57.824004
M0469,FinTech,Lucknow,2026-08-26 10:22:57.824004
M0470,Retail,Hyderabad,2026-08-26 10:22:57.824004
M0471,Food,Lucknow,2026-08-26 10:22:57.824004
M0472,SaaS,Delhi,2026-08-26 10:22:57.824004
M0473,Subscription,Chennai,2026-08-26 10:22:57.824004
M0474,Healthcare,Chennai,2026-08-26 10:22:57.824004
M0475,EdTech,Pune,2026-08-26 10:22:57.824004
M0476,Gaming,Ahmedabad,2026-08-26 10:22:57.824004
M0477,SaaS,Pune,2026-08-26 10:22:57.824004
M0478,Retail,Ahmedabad,2026-08-26 10:22:57.824004
M0479,Healthcare,Ahmedabad,2026-08-26 10:22:57.824004
M0480,Retail,Hyderabad,2026-08-26 10:22:57.824004
M0481,SaaS,Pune,2026-08-26 10:22:57.824004
M0482,Subscription,Mumbai,2026-08-26 10:22:57.824004
M0483,Healthcare,Bangalore,2026-08-26 10:22:57.824004
M0484,Retail,Bangalore,2026-08-26 10:22:57.824004
M0485,Gaming,Pune,2026-08-26 10:22:57.824004
M0486,FinTech,Pune,2026-08-26 10:22:57.824004
M0487,Ecommerce,Lucknow,2026-08-26 10:22:57.824004
M0488,FinTech,Hyderabad,2026-08-26 10:22:57.824004
M0489,SaaS,Pune,2026-08-26 10:22:57.824004
M0490,EdTech,Lucknow,2026-08-26 10:22:57.824004
M0491,Ecommerce,Ahmedabad,2026-08-26 10:22:57.824004
M0492,Food,Chennai,2026-08-26 10:22:57.824004
M0493,Gaming,Chennai,2026-08-26 10:22:57.824004
M0494,Food,Ahmedabad,2026-08-26 10:22:57.824004
M0495,Healthcare,Kolkata,2026-08-26 10:22:57.824004
M0496,Ecommerce,Lucknow,2026-08-26 10:22:57.824004
M0497,Food,Lucknow,2026-08-26 10:22:57.824004
M0498,Food,Ahmedabad,2026-08-26 10:22:57.824004
M0499,Retail,Mumbai,2026-08-26 10:22:57.824004
M0500,FinTech,Jaipur,2026-08-26 10:22:57.824004
